Year,Date,Time,Round,Stadium,City,Country,HomeTeam,HomeGoals,AwayGoals,AwayTeam,Observation,Match Winner,Total Goals
2010,2010-06-26, 16:00 ,Round of 16,Port Elizabeth Stadium,Nelson Mandela Bay/Port Elizabeth ,South Africa,Uruguay,2,1,Korea Republic, ,Uruguay,3
2010,2010-06-26, 20:30 ,Round of 16,Royal Bafokeng Sports Palace,Phokeng ,South Africa,USA,1,2,Ghana,Ghana win after extra time ,Ghana,3
2010,2010-06-27, 16:00 ,Round of 16,Free State Stadium,Mangaung/Bloemfontein ,South Africa,Germany,4,1,England, ,Germany,5
2010,2010-06-27, 20:30 ,Round of 16,Soccer City Stadium,Johannesburg ,South Africa,Argentina,3,1,Mexico, ,Argentina,4
2010,2010-06-28, 16:00 ,Round of 16,Durban Stadium,Durban ,South Africa,Netherlands,2,1,Slovakia, ,Netherlands,3
2010,2010-06-28, 20:30 ,Round of 16,Ellis Park Stadium,Johannesburg ,South Africa,Brazil,3,0,Chile, ,Brazil,3
2010,2010-06-29, 16:00 ,Round of 16,Loftus Versfeld Stadium,Tshwane/Pretoria ,South Africa,Paraguay,0,0,Japan,Paraguay win on penalties (5 - 3) ,Paraguay,0
2010,2010-06-29, 20:30 ,Round of 16,Cape Town Stadium,Cape Town ,South Africa,Spain,1,0,Portugal, ,Spain,1
2010,2010-07-02, 16:00 ,Quarter-finals,Port Elizabeth Stadium,Nelson Mandela Bay/Port Elizabeth ,South Africa,Netherlands,2,1,Brazil, ,Netherlands,3
2010,2010-07-02, 20:30 ,Quarter-finals,Soccer City Stadium,Johannesburg ,South Africa,Uruguay,1,1,Ghana,Uruguay win on penalties (4 - 2) ,Uruguay,2
2010,2010-07-03, 16:00 ,Quarter-finals,Cape Town Stadium,Cape Town ,South Africa,Argentina,0,4,Germany, ,Germany,4
2010,2010-07-03, 20:30 ,Quarter-finals,Ellis Park Stadium,Johannesburg ,South Africa,Paraguay,0,1,Spain, ,Spain,1
2010,2010-07-06, 20:30 ,Semi-finals,Cape Town Stadium,Cape Town ,South Africa,Uruguay,2,3,Netherlands, ,Netherlands,5
2010,2010-07-07, 20:30 ,Semi-finals,Durban Stadium,Durban ,South Africa,Germany,0,1,Spain, ,Spain,1
2010,2010-07-10, 20:30 ,Match for third place,Port Elizabeth Stadium,Nelson Mandela Bay/Port Elizabeth ,South Africa,Uruguay,2,3,Germany, ,Germany,5
2010,2010-07-11, 20:30 ,Final,Soccer City Stadium,Johannesburg ,South Africa,Netherlands,0,1,Spain,Spain win after extra time ,Spain,1
2014,2014-06-12, 17:00 ,Group A,Arena de Sao Paulo,Sao Paulo ,Brazil,Brazil,3,1,Croatia, ,Brazil,4
2014,2014-06-13, 13:00 ,Group A,Estadio das Dunas,Natal ,Brazil,Mexico,1,0,Cameroon, ,Mexico,1
2014,2014-06-13, 16:00 ,Group B,Arena Fonte Nova,Salvador ,Brazil,Spain,1,5,Netherlands, ,Netherlands,6
2014,2014-06-13, 18:00 ,Group B,Arena Pantanal,Cuiaba ,Brazil,Chile,3,1,Australia, ,Chile,4
2014,2014-06-14, 13:00 ,Group C,Estadio Mineirao,Belo Horizonte ,Brazil,Colombia,3,0,Greece, ,Colombia,3
2014,2014-06-14, 16:00 ,Group D,Estadio Castelao,Fortaleza ,Brazil,Uruguay,1,3,Costa Rica, ,Costa Rica,4
2014,2014-06-14, 18:00 ,Group D,Arena Amazonia,Manaus ,Brazil,England,1,2,Italy, ,Italy,3
2014,2014-06-14, 22:00 ,Group C,Arena Pernambuco,Recife ,Brazil,Cï¿½te d'Ivoire,2,1,Japan, ,Cï¿½te d'Ivoire,3
2014,2014-06-15, 13:00 ,Group E,Estadio Nacional,Brasilia ,Brazil,Switzerland,2,1,Ecuador, ,Switzerland,3
2014,2014-06-15, 16:00 ,Group E,Estadio Beira-Rio,Porto Alegre ,Brazil,France,3,0,Honduras, ,France,3
2014,2014-06-15, 19:00 ,Group F,Estadio do Maracana,Rio De Janeiro ,Brazil,Argentina,2,1,Bosnia and Herzegovina, ,Argentina,3
2014,2014-06-16, 13:00 ,Group G,Arena Fonte Nova,Salvador ,Brazil,Germany,4,0,Portugal, ,Germany,4
2014,2014-06-16, 16:00 ,Group F,Arena da Baixada,Curitiba ,Brazil,IR Iran,0,0,Nigeria, ,Draw,0
2014,2014-06-16, 19:00 ,Group G,Estadio das Dunas,Natal ,Brazil,Ghana,1,2,USA, ,USA,3
2014,2014-06-17, 13:00 ,Group H,Estadio Mineirao,Belo Horizonte ,Brazil,Belgium,2,1,Algeria, ,Belgium,3
2014,2014-06-17, 16:00 ,Group A,Estadio Castelao,Fortaleza ,Brazil,Brazil,0,0,Mexico, ,Draw,0
2014,2014-06-17, 18:00 ,Group H,Arena Pantanal,Cuiaba ,Brazil,Russia,1,1,Korea Republic, ,Draw,2
2014,2014-06-18, 13:00 ,Group B,Estadio Beira-Rio,Porto Alegre ,Brazil,Australia,2,3,Netherlands, ,Netherlands,5
2014,2014-06-18, 16:00 ,Group B,Estadio do Maracana,Rio De Janeiro ,Brazil,Spain,0,2,Chile, ,Chile,2
2014,2014-06-18, 18:00 ,Group A,Arena Amazonia,Manaus ,Brazil,Cameroon,0,4,Croatia, ,Croatia,4
2014,2014-06-19, 13:00 ,Group C,Estadio Nacional,Brasilia ,Brazil,Colombia,2,1,Cï¿½te d'Ivoire, ,Colombia,3
2014,2014-06-19, 16:00 ,Group D,Arena de Sao Paulo,Sao Paulo ,Brazil,Uruguay,2,1,England, ,Uruguay,3
2014,2014-06-19, 19:00 ,Group C,Estadio das Dunas,Natal ,Brazil,Japan,0,0,Greece, ,Draw,0
2014,2014-06-20, 13:00 ,Group D,Arena Pernambuco,Recife ,Brazil,Italy,0,1,Costa Rica, ,Costa Rica,1
2014,2014-06-20, 16:00 ,Group E,Arena Fonte Nova,Salvador ,Brazil,Switzerland,2,5,France, ,France,7
2014,2014-06-20, 19:00 ,Group E,Arena da Baixada,Curitiba ,Brazil,Honduras,1,2,Ecuador, ,Ecuador,3
2014,2014-06-21, 13:00 ,Group F,Estadio Mineirao,Belo Horizonte ,Brazil,Argentina,1,0,IR Iran, ,Argentina,1
2014,2014-06-21, 16:00 ,Group G,Estadio Castelao,Fortaleza ,Brazil,Germany,2,2,Ghana, ,Draw,4
2014,2014-06-21, 18:00 ,Group F,Arena Pantanal,Cuiaba ,Brazil,Nigeria,1,0,Bosnia and Herzegovina, ,Nigeria,1
2014,2014-06-22, 13:00 ,Group H,Estadio do Maracana,Rio De Janeiro ,Brazil,Belgium,1,0,Russia, ,Belgium,1
2014,2014-06-22, 16:00 ,Group H,Estadio Beira-Rio,Porto Alegre ,Brazil,Korea Republic,2,4,Algeria, ,Algeria,6
2014,2014-06-22, 18:00 ,Group G,Arena Amazonia,Manaus ,Brazil,USA,2,2,Portugal, ,Draw,4
2014,2014-06-23, 13:00 ,Group B,Arena da Baixada,Curitiba ,Brazil,Australia,0,3,Spain, ,Spain,3
2014,2014-06-23, 13:00 ,Group B,Arena de Sao Paulo,Sao Paulo ,Brazil,Netherlands,2,0,Chile, ,Netherlands,2
2014,2014-06-23, 17:00 ,Group A,Estadio Nacional,Brasilia ,Brazil,Cameroon,1,4,Brazil, ,Brazil,5
2014,2014-06-23, 17:00 ,Group A,Arena Pernambuco,Recife ,Brazil,Croatia,1,3,Mexico, ,Mexico,4
2014,2014-06-24, 13:00 ,Group D,Estadio das Dunas,Natal ,Brazil,Italy,0,1,Uruguay, ,Uruguay,1
2014,2014-06-24, 13:00 ,Group D,Estadio Mineirao,Belo Horizonte ,Brazil,Costa Rica,0,0,England, ,Draw,0
2014,2014-06-24, 16:00 ,Group C,Arena Pantanal,Cuiaba ,Brazil,Japan,1,4,Colombia, ,Colombia,5
2014,2014-06-24, 17:00 ,Group C,Estadio Castelao,Fortaleza ,Brazil,Greece,2,1,Cï¿½te d'Ivoire, ,Greece,3
2014,2014-06-25, 13:00 ,Group F,Estadio Beira-Rio,Porto Alegre ,Brazil,Nigeria,2,3,Argentina, ,Argentina,5
2014,2014-06-25, 13:00 ,Group F,Arena Fonte Nova,Salvador ,Brazil,Bosnia and Herzegovina,3,1,IR Iran, ,Bosnia and Herzegovina,4
2014,2014-06-25, 16:00 ,Group E,Arena Amazonia,Manaus ,Brazil,Honduras,0,3,Switzerland, ,Switzerland,3
2014,2014-06-25, 17:00 ,Group E,Estadio do Maracana,Rio De Janeiro ,Brazil,Ecuador,0,0,France, ,Draw,0
2014,2014-06-26, 13:00 ,Group G,Arena Pernambuco,Recife ,Brazil,USA,0,1,Germany, ,Germany,1
2014,2014-06-26, 13:00 ,Group G,Estadio Nacional,Brasilia ,Brazil,Portugal,2,1,Ghana, ,Portugal,3
2014,2014-06-26, 17:00 ,Group H,Arena de Sao Paulo,Sao Paulo ,Brazil,Korea Republic,0,1,Belgium, ,Belgium,1
2014,2014-06-26, 17:00 ,Group H,Arena da Baixada,Curitiba ,Brazil,Algeria,1,1,Russia, ,Draw,2
2014,2014-06-28, 13:00 ,Round of 16,Estadio Mineirao,Belo Horizonte ,Brazil,Brazil,1,1,Chile,Brazil win on penalties (3 - 2) ,Brazil,2
2014,2014-06-28, 17:00 ,Round of 16,Estadio do Maracana,Rio De Janeiro ,Brazil,Colombia,2,0,Uruguay, ,Colombia,2
2014,2014-06-30, 13:00 ,Round of 16,Estadio Nacional,Brasilia ,Brazil,France,2,0,Nigeria, ,France,2
2014,2014-06-30, 17:00 ,Round of 16,Estadio Beira-Rio,Porto Alegre ,Brazil,Germany,2,1,Algeria,Germany win after extra time ,Germany,3
2014,2014-07-04, 17:00 ,Quarter-finals,Estadio Castelao,Fortaleza ,Brazil,Brazil,2,1,Colombia, ,Brazil,3
2014,2014-07-04, 13:00 ,Quarter-finals,Estadio do Maracana,Rio De Janeiro ,Brazil,France,0,1,Germany, ,Germany,1
2014,2014-07-08, 17:00 ,Semi-finals,Estadio Mineirao,Belo Horizonte ,Brazil,Brazil,1,7,Germany, ,Germany,8
2014,2014-07-12, 17:00 ,Play-off for third place,Estadio Nacional,Brasilia ,Brazil,Brazil,0,3,Netherlands, ,Netherlands,3
2014,2014-07-13, 16:00 ,Final,Estadio do Maracana,Rio De Janeiro ,Brazil,Germany,1,0,Argentina,Germany win after extra time ,Germany,1
2014,2014-07-09, 17:00 ,Semi-finals,Arena de Sao Paulo,Sao Paulo ,Brazil,Netherlands,0,0,Argentina,Argentina win on penalties (2 - 4) ,Argentina,0
2014,2014-07-05, 17:00 ,Quarter-finals,Arena Fonte Nova,Salvador ,Brazil,Netherlands,0,0,Costa Rica,Netherlands win on penalties (4 - 3) ,Netherlands,0
2014,2014-07-05, 13:00 ,Quarter-finals,Estadio Nacional,Brasilia ,Brazil,Argentina,1,0,Belgium, ,Argentina,1
2014,2014-06-29, 13:00 ,Round of 16,Estadio Castelao,Fortaleza ,Brazil,Netherlands,2,1,Mexico, ,Netherlands,3
2014,2014-06-29, 17:00 ,Round of 16,Arena Pernambuco,Recife ,Brazil,Costa Rica,1,1,Greece,Costa Rica win on penalties (5 - 3) ,Costa Rica,2
2014,2014-07-01, 13:00 ,Round of 16,Arena de Sao Paulo,Sao Paulo ,Brazil,Argentina,1,0,Switzerland,Argentina win after extra time ,Argentina,1
2014,2014-07-01, 17:00 ,Round of 16,Arena Fonte Nova,Salvador ,Brazil,Belgium,2,1,USA,Belgium win after extra time ,Belgium,3
2014,2014-06-28, 13:00 ,Round of 16,Estadio Mineirao,Belo Horizonte ,Brazil,Brazil,1,1,Chile,Brazil win on penalties (3 - 2) ,Brazil,2
2014,2014-06-28, 17:00 ,Round of 16,Estadio do Maracana,Rio De Janeiro ,Brazil,Colombia,2,0,Uruguay, ,Colombia,2
2014,2014-06-29, 13:00 ,Round of 16,Estadio Castelao,Fortaleza ,Brazil,Netherlands,2,1,Mexico, ,Netherlands,3
2014,2014-06-29, 17:00 ,Round of 16,Arena Pernambuco,Recife ,Brazil,Costa Rica,1,1,Greece,Costa Rica win on penalties (5 - 3) ,Costa Rica,2
2014,2014-06-30, 13:00 ,Round of 16,Estadio Nacional,Brasilia ,Brazil,France,2,0,Nigeria, ,France,2
2014,2014-06-30, 17:00 ,Round of 16,Estadio Beira-Rio,Porto Alegre ,Brazil,Germany,2,1,Algeria,Germany win after extra time ,Germany,3
2014,2014-07-01, 13:00 ,Round of 16,Arena de Sao Paulo,Sao Paulo ,Brazil,Argentina,1,0,Switzerland,Argentina win after extra time ,Argentina,1
2014,2014-07-01, 17:00 ,Round of 16,Arena Fonte Nova,Salvador ,Brazil,Belgium,2,1,USA,Belgium win after extra time ,Belgium,3
2014,2014-07-04, 13:00 ,Quarter-finals,Estadio do Maracana,Rio De Janeiro ,Brazil,France,0,1,Germany, ,Germany,1
2014,2014-07-04, 17:00 ,Quarter-finals,Estadio Castelao,Fortaleza ,Brazil,Brazil,2,1,Colombia, ,Brazil,3
2014,2014-07-05, 13:00 ,Quarter-finals,Estadio Nacional,Brasilia ,Brazil,Argentina,1,0,Belgium, ,Argentina,1
2014,2014-07-05, 17:00 ,Quarter-finals,Arena Fonte Nova,Salvador ,Brazil,Netherlands,0,0,Costa Rica,Netherlands win on penalties (4 - 3) ,Netherlands,0
2014,2014-07-08, 17:00 ,Semi-finals,Estadio Mineirao,Belo Horizonte ,Brazil,Brazil,1,7,Germany, ,Germany,8
2014,2014-07-09, 17:00 ,Semi-finals,Arena de Sao Paulo,Sao Paulo ,Brazil,Netherlands,0,0,Argentina,Argentina win on penalties (2 - 4) ,Argentina,0
2014,2014-07-12, 17:00 ,Play-off for third place,Estadio Nacional,Brasilia ,Brazil,Brazil,0,3,Netherlands, ,Netherlands,3
2014,2014-07-13, 16:00 ,Final,Estadio do Maracana,Rio De Janeiro ,Brazil,Germany,1,0,Argentina,Germany win after extra time ,Germany,1
